customer_id,month,revenue
1,2025-06,121.91
2,2025-06,147.07
3,2025-06,107.58
4,2025-06,143.87
5,2025-06,130.07
6,2025-06,71.63
7,2025-06,147.25
8,2025-06,170.53
9,2025-06,156.19
10,2025-06,124.31
11,2025-06,128.55
12,2025-06,83.77
13,2025-06,79.43
14,2025-06,163.35
15,2025-06,102.17
16,2025-06,146.94
17,2025-06,100.54
18,2025-06,79.07
19,2025-06,74.95
20,2025-06,71.54
21,2025-06,92.86
22,2025-06,162.84
23,2025-06,75.6
24,2025-06,156.19
25,2025-06,106.29
26,2025-06,94.55
27,2025-06,164.36
28,2025-06,167.67
29,2025-06,111.74
30,2025-06,79.1
31,2025-06,143.65
32,2025-06,81.53
33,2025-06,110.38
34,2025-06,120.05
35,2025-06,71.01
36,2025-06,160.0
37,2025-06,161.39
38,2025-06,133.16
39,2025-06,95.29
40,2025-06,163.69
41,2025-06,144.58
42,2025-06,130.65
43,2025-06,163.14
44,2025-06,98.02
45,2025-06,85.23
46,2025-06,70.5
47,2025-06,125.99
48,2025-06,134.92
49,2025-06,147.58
50,2025-06,79.62
51,2025-06,84.82
52,2025-06,155.39
53,2025-06,91.51
54,2025-06,67.75
55,2025-06,152.06
56,2025-06,123.4
57,2025-06,114.18
58,2025-06,82.84
59,2025-06,135.74
60,2025-06,104.94
61,2025-06,66.97
62,2025-06,104.48
63,2025-06,68.1
64,2025-06,64.54
65,2025-06,92.03
66,2025-06,166.94
67,2025-06,90.65
68,2025-06,74.27
69,2025-06,166.17
70,2025-06,174.77
71,2025-06,93.63
72,2025-06,122.09
73,2025-06,87.57
74,2025-06,65.9
75,2025-06,126.02
76,2025-06,77.76
77,2025-06,109.61
78,2025-06,151.75
79,2025-06,135.93
80,2025-06,154.51
81,2025-06,162.62
82,2025-06,68.16
83,2025-06,109.29
84,2025-06,79.13
85,2025-06,167.97
86,2025-06,117.94
87,2025-06,131.28
88,2025-06,154.71
89,2025-06,85.87
90,2025-06,89.98
91,2025-06,103.76
92,2025-06,85.93
93,2025-06,94.72
94,2025-06,83.51
95,2025-06,90.28
96,2025-06,87.61
97,2025-06,140.2
98,2025-06,67.26
99,2025-06,108.66
100,2025-06,120.46
101,2025-06,151.3
102,2025-06,156.74
103,2025-06,82.45
104,2025-06,105.56
105,2025-06,111.37
106,2025-06,138.13
107,2025-06,121.74
108,2025-06,135.37
109,2025-06,122.48
